nome_agente_financeiro;cnpj_cpf_cliente_mascarado;nome_cliente;porte_cliente;valor_credito;valor_garantido;valor_desembolsado;data_solicitacao_outorga;municipio_investimento;uf_investimento;municipio_sede_cliente;uf_sede_cliente;outlier_credito
BRADESCO;**.*23.130/0001-**;TARCISIO DIAS DA ROCHA LTDA;Pequena;144151.57;115321,26;140000,0;2025-10-16;BOM JESUS DA LAPA;BA;BOM JESUS DA LAPA;BA;False
BRADESCO;**.*80.626/0001-**;FARO IMPORTS COMERCIO & SERVICOS LTDA;Pequena;207986.69;166389,35;200000,0;2025-10-16;ARACAJU;SE;ARACAJU;SE;False
BRADESCO;**.*58.749/0001-**;AUGUSTUS TRANSPORTES LTDA;Pequena;112312.81;89850,25;108000,0;2025-10-16;GUARULHOS;SP;GUARULHOS;SP;False
BRADESCO;**.*99.746/0001-**;FRANGOLINO ROAST CHICKEN ITZ LTDA;Pequena;92668.86;74135,09;90000,0;2025-10-22;IMPERATRIZ;MA;IMPERATRIZ;MA;False
BRADESCO;**.*22.646/0001-**;CONSTRUTORA E INCORPORADORA COSMO LTDA.;Pequena;105042.02;84033,62;100000,0;2025-10-16;PALMEIROPOLIS;TO;PALMEIROPOLIS;TO;False
BRADESCO;**.*32.188/0001-**;ONLINE RASTREAMENTO EIRELI;Pequena;262605.04;210084,03;250000,0;2025-10-16;SAO JOSE DA LAPA;MG;SAO JOSE DA LAPA;MG;False
BRADESCO;**.*01.255/0001-**;EDVAL NOSSO BAR LTDA;Pequena;262605.04;210084,03;250000,0;2025-10-16;ALEXANIA;GO;ALEXANIA;GO;False
BRADESCO;**.*35.879/0001-**;FC DA SILVA MOTO PECAS LTDA;Pequena;195507.49;156405,99;188000,0;2025-10-16;LAGOA DE VELHOS;RN;LAGOA DE VELHOS;RN;False
BRADESCO;**.*19.118/0001-**;G . C . LINDOSO COMERCIAL LTDA;Pequena;436772.05;349417,64;420000,0;2025-10-16;SAO LUIS;MA;SAO LUIS;MA;False
BRADESCO;**.*86.657/0001-**;LUCAS MOURA DE SOUZA;Pequena;205882.35;164705,88;196000,0;2025-10-16;CANOAS;RS;CANOAS;RS;False
BRADESCO;**.*56.937/0001-**;ALTAMIRO PEREIRA DA SILVA LTDA;Pequena;254783.69;203826,95;245000,0;2025-10-16;CORUMBA;MS;CORUMBA;MS;False
BRADESCO;**.*45.471/0001-**;COBRAS COBRANCAS LTDA;Pequena;154448.11;123558,49;150000,0;2025-10-16;MARINGA;PR;MARINGA;PR;False
BRADESCO;**.*14.026/0001-**;MATRELLO INDUSTRIA DE ESQUADRIAS LTDA.;Pequena;14767.05;11813,64;14200,0;2025-10-16;FELIZ;RS;FELIZ;RS;False
BRADESCO;**.*39.824/0001-**;INTACTA ROLAMENTOS LTDA;Pequena;85794.51;68635,61;82500,0;2025-10-16;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*18.567/0001-**;MOTO MAIA LTDA;Pequena;129991.68;103993,34;125000,0;2025-10-16;ANAPOLIS;GO;ANAPOLIS;GO;False
BRADESCO;**.*75.636/0001-**;QUERINO MINIMERCADO LTDA;Pequena;367647.06;294117,65;350000,0;2025-10-22;AURELINO LEAL;BA;AURELINO LEAL;BA;False
BRADESCO;**.*31.503/0001-**;ALCINEIA VIEIRA VAEZ;Pequena;31302.0;25041,6;30100,0;2025-10-22;SIDROLANDIA;MS;SIDROLANDIA;MS;False
BRADESCO;**.*98.750/0001-**;VALMA MARTINS DOS SANTOS;Pequena;73529.41;58823,53;70000,0;2025-10-22;SALVADOR;BA;SALVADOR;BA;False
BRADESCO;**.*74.174/0001-**;ATENA TRANSPORTES E ARMAZENAGENS LTDA;Pequena;51996.67;41597,34;50000,0;2025-10-22;SAO FRANCISCO DO SUL;SC;SAO FRANCISCO DO SUL;SC;False
BRADESCO;**.*41.678/0001-**;W. DE O. SOUZA COMERCIO DE FERRO E ACO EM GERAL;Pequena;95243.0;76194,4;92500,0;2025-10-16;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*89.429/0001-**;PRIVATECH SOLUCOES E INTERMEDIACOES LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-16;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*01.457/0001-**;TRS COMERCIO & EMPREENDIMENTOS LTDA;Pequena;136554.62;109243,7;130000,0;2025-10-16;JUREMA;PI;JUREMA;PI;False
BRADESCO;**.*43.806/0001-**;QUEIROZ & QUEIROZ SERVICOS MECANICOS LTDA;Pequena;62396.01;49916,81;60000,0;2025-10-22;IBOTIRAMA;BA;IBOTIRAMA;BA;False
BRADESCO;**.*11.474/0001-**;U RI LEE COMERCIO, IMPORTACAO E EXPORTACAO DE COSMETICOS E PRODUTOS DE;Pequena;101957.59;81566,07;100000,0;2025-10-16;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*36.167/0001-**;ANGELO J. F. NETO EVENTOS;Micro;141806.72;113445,38;135000,0;2025-10-16;SAO CARLOS;SP;SAO CARLOS;SP;False
BRADESCO;**.*53.521/0001-**;ARTHUR CAMELO B. SILVA ALIMENTOS;Pequena;51996.67;41597,34;50000,0;2025-10-16;BUIQUE;PE;BUIQUE;PE;False
BRADESCO;**.*26.525/0001-**;ISABELA CAMARGO ALVES;Pequena;24196.87;19357,5;23500,0;2025-10-16;ITAPETINGA;BA;ITAPETINGA;BA;False
BRADESCO;**.*64.247/0001-**;MOREIRA ATENDIMENTOS MEDICOS LTDA;Pequena;83194.68;66555,74;80000,0;2025-10-16;BARUERI;SP;BARUERI;SP;False
BRADESCO;**.*44.879/0001-**;VICENTE EMILIANO NETO LTDA;Pequena;22291.47;17833,18;21649,48;2025-10-16;RIO CLARO;SP;RIO CLARO;SP;False
BRADESCO;**.*32.236/0001-**;NOVA BABY TRIGO PAES E DOCES LTDA;Pequena;157563.03;126050,42;150000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*30.945/0001-**;S MARTINS COMERCIO E SERVICOS LTDA;Pequena;178571.43;142857,14;170000,0;2025-10-22;CAICARA;PB;CAICARA;PB;False
BRADESCO;**.*96.557/0001-**;CHURRASCARIA NICOLETTI LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;SANTO ESTEVAO;BA;SANTO ESTEVAO;BA;False
BRADESCO;**.*80.702/0001-**;C T RODRIGUES ALVES VEICULOS;Pequena;236344.54;189075,63;225000,0;2025-10-22;JUAZEIRO DO NORTE;CE;JUAZEIRO DO NORTE;CE;False
BRADESCO;**.*91.164/0001-**;WANDER LUIZ MACHADO LTDA;Pequena;51996.67;41597,34;50000,0;2025-10-22;PARAUNA;GO;PARAUNA;GO;False
BRADESCO;**.*40.782/0001-**;INSTITUTO RAFF ORTODONTIA E REABILITACAO OROFACIAL LTDA;Pequena;198817.29;159053,83;195000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*00.388/0001-**;G. MARQUES DE JESUS DISTRIBUIDORA DE PECAS AUTOMOTIVAS LTDA;Pequena;114392.68;91514,14;110000,0;2025-10-16;INDAIATUBA;SP;INDAIATUBA;SP;False
BRADESCO;**.*69.385/0001-**;M M K COMERCIO DE REFEICOES LTDA ME;Pequena;77995.01;62396,01;75000,0;2025-10-16;PATO BRANCO;PR;PATO BRANCO;PR;False
BRADESCO;**.*65.103/0001-**;ALEXCAR LAVA RAPIDO LTDA;Pequena;289495.8;231596,64;275600,0;2025-10-22;JUAZEIRO DO NORTE;CE;JUAZEIRO DO NORTE;CE;False
BRADESCO;**.*77.730/0001-**;MENDES DE JESUS BAZAR E UTILIDADES LTDA;Pequena;48876.87;39101,5;47000,0;2025-10-22;GRAVATAI;RS;GRAVATAI;RS;False
BRADESCO;**.*73.010/0001-**;SUPLEMAQ LOCACAO DE MAQUINAS E EQUIPAMENTOS EIRELI;Pequena;87354.41;69883,53;84000,0;2025-10-22;POCOS DE CALDAS;MG;POCOS DE CALDAS;MG;False
BRADESCO;**.*89.943/0001-**;MULTILIX ITAIM PAULISTA ALUGUEL DE EQUIPAMENTOS SOCIEDADE UNIPESSOAL L;Pequena;120984.35;96787,48;117500,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*30.698/0001-**;HUMANOS CLINICA MEDICA ESPECIALIZADA LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-16;CONCEICAO DO COITE;BA;CONCEICAO DO COITE;BA;False
BRADESCO;**.*07.412/0001-**;AGROTEC CONSULTORIA LTDA;Pequena;166389.35;133111,48;160000,0;2025-10-22;TERESINA;PI;TERESINA;PI;False
BRADESCO;**.*01.597/0001-**;HYDROSHOK MADRONA COMERCIAL ELETRICA HIDRAULICA LTDA;Pequena;145590.68;116472,54;140000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*33.517/0001-**;GTV DEDETIZADORA LTDA;Pequena;118552.41;94841,93;114000,0;2025-10-16;CAMPO GRANDE;MS;CAMPO GRANDE;MS;False
BRADESCO;**.*29.208/0001-**;IN PLAK COMUNICACAO VISUAL LTDA;Pequena;247116.97;197693,58;240000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*33.092/0001-**;QUALICALD MANUTENCAO E FABRICACAO INDUSTRIAL LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;BETIM;MG;BETIM;MG;False
BRADESCO;**.*69.326/0001-**;GELO POTAVEL IND. E COMERCIO GELO LTDA;Pequena;467970.05;374376,04;450000,0;2025-10-22;PORTO NACIONAL;TO;PORTO NACIONAL;TO;False
BRADESCO;**.*31.825/0001-**;RICARDO P MARTINS;Pequena;311980.03;249584,02;300000,0;2025-10-16;URBANO SANTOS;MA;URBANO SANTOS;MA;False
BRADESCO;**.*56.187/0001-**;ECOHEALTH LOCACOES E SERVICOS LTDA;Pequena;498728.91;398983,13;474789,92;2025-10-22;RIBEIRAO PRETO;SP;RIBEIRAO PRETO;SP;False
BRADESCO;**.*16.474/0001-**;DR PNEUS LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;BOA VISTA DO BURICA;RS;BOA VISTA DO BURICA;RS;False
BRADESCO;**.*08.786/0001-**;DAVID E DONADON EVENTOS FOTOGRAFICOS LTDA ME;Pequena;207986.69;166389,35;200000,0;2025-10-22;TUPA;SP;TUPA;SP;False
BRADESCO;**.*25.342/0001-**;WILLIAM SIQUEIRA DE ANDRADE LTDA;Pequena;128772.43;103017,94;126300,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*36.628/0001-**;S&E CONSTRUTORA LTDA;Pequena;40651.26;32521,01;38700,0;2025-10-22;UBERLANDIA;MG;UBERLANDIA;MG;False
BRADESCO;**.*46.092/0001-**;R A DE OLIVEIRA NETO LTDA;Pequena;298460.9;238768,72;287000,0;2025-10-22;CAPITAO POCO;PA;CAPITAO POCO;PA;False
BRADESCO;**.*73.694/0001-**;JERRI LOPES DOS SANTOS;Pequena;135191.35;108153,08;130000,0;2025-10-22;CICERO DANTAS;BA;CICERO DANTAS;BA;False
BRADESCO;**.*67.506/0001-**;HIXIS SERVICE LTDA;Pequena;259983.36;207986,69;250000,0;2025-10-22;HORTOLANDIA;SP;HORTOLANDIA;SP;False
BRADESCO;**.*30.177/0001-**;SR FARMA LTDA;Pequena;149750.42;119800,34;144000,0;2025-10-22;SOROCABA;SP;SOROCABA;SP;False
BRADESCO;**.*44.730/0001-**;HL INDUSTRIA E COMERCIO DE ENXOVAIS LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;IBITINGA;SP;IBITINGA;SP;False
BRADESCO;**.*29.538/0001-**;IMPACTO PLANEJAMENTO E ASSESSORIA EMPRESARIAL EIRELI;Pequena;192387.69;153910,15;185000,0;2025-10-22;APARECIDA DE GOIANIA;GO;APARECIDA DE GOIANIA;GO;False
BRADESCO;**.*21.355/0001-**;CMO CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;JOAO PESSOA;PB;JOAO PESSOA;PB;False
BRADESCO;**.*00.335/0001-**;JOSE RICARDO MAHSEREDJIAN CENTRO AUTOMOTIVO;Pequena;313539.93;250831,94;301500,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*56.087/0001-**;TERRA LEGAL REGULARIZACAO FUNDIARIA LTDA;Pequena;112153.34;89722,67;110000,0;2025-10-22;BELEM;PA;BELEM;PA;False
BRADESCO;**.*66.801/0001-**;V.C.R CONSTRUCAO E REFORMA LTDA;Pequena;119592.35;95673,88;115000,0;2025-10-22;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*01.828/0001-**;FIGUEIREDO FERREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA;Pequena;205930.81;164744,65;200000,0;2025-10-22;BACABAL;MA;BACABAL;MA;False
BRADESCO;**.*10.676/0001-**;CASCALHO RECANTO LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;IVINHEMA;MS;IVINHEMA;MS;False
BRADESCO;**.*09.592/0001-**;B C S MARINHO LTDA;Pequena;51996.67;41597,34;50000,0;2025-10-22;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*81.579/0001-**;IPM SERVICOS ODONTOLOGICOS E MEDICOS LTDA;Pequena;262605.04;210084,03;250000,0;2025-10-22;CAMPO MAIOR;PI;CAMPO MAIOR;PI;False
BRADESCO;**.*32.391/0001-**;CRISTINO ALVES DA SILVA LTDA;Pequena;202995.01;162396,01;195200,0;2025-10-22;ARAGUAINA;TO;ARAGUAINA;TO;False
BRADESCO;**.*69.781/0001-**;GENARO QUISPE MOYA;Pequena;44197.17;35357,74;42500,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*23.852/0001-**;C C B FERREIRA - ME;Pequena;40141.43;32113,14;38600,0;2025-10-22;SAO LUIS;MA;SAO LUIS;MA;False
BRADESCO;**.*69.675/0001-**;C. G. DE SOUZA LTDA;Pequena;187397.03;149917,62;182000,0;2025-10-22;SANTANA;AP;SANTANA;AP;False
BRADESCO;**.*04.108/0001-**;RENATO DE SOUSA COUTO;Pequena;34053.83;27243,06;33400,0;2025-10-22;BRASILEIA;AC;BRASILEIA;AC;False
BRADESCO;**.*01.785/0001-**;SPLAM SERVICOS DE PLANEJAMENTO E ASSESSORIA LTDA;Pequena;25081.57;20065,26;24600,0;2025-10-22;MARITUBA;PA;MARITUBA;PA;False
BRADESCO;**.*01.452/0001-**;METRONBOX LTDA;Pequena;262605.04;210084,03;250000,0;2025-10-22;PRAIA GRANDE;SP;PRAIA GRANDE;SP;False
BRADESCO;**.*31.359/0001-**;ELOISA CRISTINA ANDRADE DE PAULA LTDA;Pequena;226523.89;181219,11;220000,0;2025-10-22;COSMORAMA;SP;COSMORAMA;SP;False
BRADESCO;**.*56.309/0001-**;CANAL 3 GRAFICA DIGITAL EIRELI;Pequena;46797.0;37437,6;45000,0;2025-10-22;RECIFE;PE;RECIFE;PE;False
BRADESCO;**.*01.684/0001-**;MARIA JAILMA DO NASCIMENTO MERCEARIA;Pequena;311980.03;249584,02;300000,0;2025-10-22;ITAPEVA;MG;ITAPEVA;MG;False
BRADESCO;**.*73.882/0001-**;REGAW JEANS LTDA;Pequena;441971.71;353577,37;425000,0;2025-10-22;TORITAMA;PE;TORITAMA;PE;False
BRADESCO;**.*68.039/0001-**;RAIMUNDO TRINDADE DOS PASSOS;Pequena;155990.02;124792,02;150000,0;2025-10-22;MANAUS;AM;MANAUS;AM;False
BRADESCO;**.*87.954/0001-**;A.R. KRIESER REFRIGERACAO LTDA;Pequena;85770.18;68616,14;83300,0;2025-10-22;ALMIRANTE TAMANDARE;PR;ALMIRANTE TAMANDARE;PR;False
BRADESCO;**.*92.018/0001-**;AFG SOLUCOES FINANCEIRAS LTDA;Pequena;48004.2;38403,36;45700,0;2025-10-22;FORTALEZA DOS NOGUEIRAS;MA;FORTALEZA DOS NOGUEIRAS;MA;False
BRADESCO;**.*52.193/0001-**;LECILES CESAR S. REIS;Pequena;52521.01;42016,81;50000,0;2025-10-22;PINHEIRO;MA;PINHEIRO;MA;False
BRADESCO;**.*01.238/0001-**;ALF FERREIRA LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO CIVIL LTDA;Pequena;198529.41;158823,53;189000,0;2025-10-22;UBATUBA;SP;UBATUBA;SP;False
BRADESCO;**.*73.425/0001-**;GLOBAL ALIANCA COMERCIO DE PRODUTOS OPTICOS LTDA;Pequena;164744.65;131795,72;160000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*67.813/0001-**;LELEO SERVICOS AUTOMOTIVOS;Pequena;35565.72;28452,58;34200,0;2025-10-22;SAO GONCALO;RJ;SAO GONCALO;RJ;False
BRADESCO;**.*31.946/0001-**;L. MARIA RODRIGUES FERREIRA;Pequena;218386.02;174708,82;210000,0;2025-10-22;RIO PRETO DA EVA;AM;RIO PRETO DA EVA;AM;False
BRADESCO;**.*96.517/0001-**;MAR ENGENHARIA LTDA - ME;Pequena;493968.39;395174,71;475000,0;2025-10-22;DIANOPOLIS;TO;DIANOPOLIS;TO;False
BRADESCO;**.*15.229/0001-**;CHICA & BOY CONFECCOES LTDA;Pequena;415973.38;332778,7;400000,0;2025-10-22;DONA EUZEBIA;MG;DONA EUZEBIA;MG;False
BRADESCO;**.*39.989/0001-**;F.A CARVALHO BAPTISTA LTDA;Pequena;101957.59;81566,07;100000,0;2025-10-22;MARINGA;PR;MARINGA;PR;False
BRADESCO;**.*39.771/0001-**;ELZA EUNICIA CUSTODIO SANTOS RESTAURANTE E PIZZARIA;Pequena;36092.99;28874,39;35400,0;2025-10-22;DIOGO DE VASCONCELOS;MG;DIOGO DE VASCONCELOS;MG;False
BRADESCO;**.*27.840/0001-**;FPF REIS SERVICOS E LOCACOES;Pequena;207986.69;166389,35;200000,0;2025-10-22;NANUQUE;MG;NANUQUE;MG;False
BRADESCO;**.*71.743/0001-**;VIMASA - VIDROS MOLDURAS E ALUMINIO LTDA;Pequena;311980.03;249584,02;300000,0;2025-10-22;BELEM;PA;BELEM;PA;False
BRADESCO;**.*45.371/0001-**;LUCAS FLORIANO CORRETORA DE SEGUROS;Micro;498949.58;399159,66;475000,0;2025-10-22;BEBEDOURO;SP;BEBEDOURO;SP;True
BRADESCO;**.*25.139/0001-**;M S ASSISTENCIA TECNICA DE MAQUINAS AGRICOLAS LTDA;Pequena;374376.04;299500,83;360000,0;2025-10-22;SAPEZAL;MT;SAPEZAL;MT;False
BRADESCO;**.*10.059/0001-**;VIVIANE F BEZERRA;Pequena;103993.34;83194,67;100000,0;2025-10-22;PEDRA BRANCA;CE;PEDRA BRANCA;CE;False
BRADESCO;**.*03.373/0001-**;F DAS CHAGAS MARIANO;Pequena;82372.32;65897,86;80000,0;2025-10-22;MORRINHOS;CE;MORRINHOS;CE;False
BRADESCO;**.*50.932/0001-**;AUTO PECAS PENTECOSTE LTDA ME;Pequena;114392.68;91514,14;110000,0;2025-10-22;PENTECOSTE;CE;PENTECOSTE;CE;False
BRADESCO;**.*85.342/0001-**;MADEIREIRA PRESSAO LTDA;Pequena;207986.69;166389,35;200000,0;2025-10-22;GRAVATA;PE;GRAVATA;PE;False
BRADESCO;**.*82.198/0001-**;FRANCISCO CRISTIANO CORREIA VIANA;Pequena;236820.43;189456,34;230000,0;2025-10-22;JIJOCA DE JERICOACOARA;CE;JIJOCA DE JERICOACOARA;CE;False
BRADESCO;**.*88.071/0001-**;LUIZ FELIPE NOGUEIRA DE SOUZA LTDA;Pequena;162289.92;129831,94;154500,0;2025-10-22;LONDRINA;PR;LONDRINA;PR;False
BRADESCO;**.*36.352/0001-**;CHAGAS ELETRONICOS LTDA;Pequena;315126.05;252100,84;300000,0;2025-10-22;VITORIA;ES;VITORIA;ES;False
BRADESCO;**.*53.931/0001-**;LAGOA GRANDE CONSTRUCOES E TERRAPLENAGEM LTDA;Pequena;21615.01;17292,01;21200,0;2025-10-22;GUANAMBI;BA;GUANAMBI;BA;False
BRADESCO;**.*37.824/0001-**;AURORA DA SILVA OLIVEIRA LTDA;Pequena;157563.03;126050,42;150000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*94.222/0001-**;ALCIONI T LAGE COMERCIO DE CARVAO;Pequena;131302.52;105042,02;125000,0;2025-10-22;CABO FRIO;RJ;CABO FRIO;RJ;False
BRADESCO;**.*17.604/0001-**;XP SOLUCOES FINANCEIRAS LTDA;Pequena;43573.21;34858,57;41900,0;2025-10-22;PARANAVAI;PR;PARANAVAI;PR;False
BRADESCO;**.*92.011/0001-**;AWR USINAGEM E MANUTENCAO MECANICA LTDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;PEDRO LEOPOLDO;MG;PEDRO LEOPOLDO;MG;False
BRADESCO;**.*14.280/0001-**;CAVICCHIOLI, SPULVERATO & CIA. LTDA. - EPP;Pequena;343487.39;274789,91;327000,0;2025-10-22;ITAPOLIS;SP;ITAPOLIS;SP;False
BRADESCO;**.*77.521/0001-**;AMAZON GREEN COMERCIO DE MADEIRAS LTDA;Pequena;411861.61;329489,29;400000,0;2025-10-22;FORTALEZA;CE;FORTALEZA;CE;False
BRADESCO;**.*81.059/0001-**;IGOR & VALDERI PESCADOS LTDA;Pequena;270382.7;216306,16;260000,0;2025-10-22;BRASILIA;DF;BRASILIA;DF;False
BRADESCO;**.*08.299/0001-**;T S MARTINS DE MIRANDA;Pequena;498949.58;399159,66;475000,0;2025-10-22;BACABAL;MA;BACABAL;MA;False
BRADESCO;**.*15.950/0001-**;VIVENDA CEREALISTA LTDA;Pequena;205930.81;164744,65;200000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*37.085/0001-**;LUIZ G. DO MONTE FILHO;Pequena;132142.86;105714,29;125800,0;2025-10-22;JOAQUIM PIRES;PI;JOAQUIM PIRES;PI;False
BRADESCO;**.*59.978/0001-**;BIO ROSSI REPRESENTACAO COMERCIAL LTDA;Pequena;58587.31;46869,85;56900,0;2025-10-22;BATAGUASSU;MS;BATAGUASSU;MS;False
BRADESCO;**.*24.920/0001-**;JR SERVICOS DE TRANSPORTES E LOCACOES EIRELI;Pequena;466930.12;373544,1;449000,0;2025-10-22;PARAUAPEBAS;PA;PARAUAPEBAS;PA;False
BRADESCO;**.*12.757/0001-**;RESTAURANTE AMIGOS DAS TORCIDAS LTDA;Pequena;31912.72;25530,18;31300,0;2025-10-22;RIO DE JANEIRO;RJ;RIO DE JANEIRO;RJ;False
BRADESCO;**.*28.750/0001-**;PAULO SESAR CAMILO;Pequena;135815.31;108652,25;130600,0;2025-10-22;VARZEA GRANDE;MT;VARZEA GRANDE;MT;False
BRADESCO;**.*60.677/0001-**;MEGA PASSEIO SHOPPING LANCHES LTDA;Pequena;399159.66;319327,73;380000,0;2025-10-22;RIO DE JANEIRO;RJ;RIO DE JANEIRO;RJ;False
BRADESCO;**.*28.148/0001-**;CLIMESA CLINICA MEDICA ST ANTONIO LTDA;Pequena;374376.04;299500,83;360000,0;2025-10-22;SAO SEBASTIAO DO PASSE;BA;SAO SEBASTIAO DO PASSE;BA;False
BRADESCO;**.*23.953/0001-**;JURANDIR IRENE DOS SANTOS LORO;Pequena;95757.83;76606,26;93000,0;2025-10-22;PARATI;RJ;PARATI;RJ;False
BRADESCO;**.*76.699/0001-**;VALDIR MENDES - METAIS;Pequena;93594.01;74875,21;90000,0;2025-10-22;MOGI MIRIM;SP;MOGI MIRIM;SP;False
BRADESCO;**.*52.691/0001-**;CS AGROPECUARIA LTDA;Pequena;90266.22;72212,98;86800,0;2025-10-22;FORTUNA;MA;FORTUNA;MA;False
BRADESCO;**.*95.326/0001-**;ERIVANIA ARRUDA DA SILVA;Pequena;128706.75;102965,4;125000,0;2025-10-22;SURUBIM;PE;SURUBIM;PE;False
BRADESCO;**.*28.637/0001-**;FERT GRAOS LTDA;Pequena;231672.16;185337,73;225000,0;2025-10-22;ARAGUARI;MG;ARAGUARI;MG;False
BRADESCO;**.*45.916/0001-**;SILVESTRE OFICINA MECANICA LTDA;Pequena;88865.55;71092,44;84600,0;2025-10-22;GUAPIACU;SP;GUAPIACU;SP;False
BRADESCO;**.*17.844/0001-**;MCA SOLUCOES HOTELEIRAS LTDA;Pequena;262605.04;210084,03;250000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*33.102/0001-**;ELIZABET MENEZES MORAES;Pequena;129991.68;103993,34;125000,0;2025-10-22;ABAETETUBA;PA;ABAETETUBA;PA;False
BRADESCO;**.*12.949/0001-**;JPA TRANSPORTADORA DE CARGAS EIRELI;Pequena;228785.36;183028,29;220000,0;2025-10-22;TEOFILO OTONI;MG;TEOFILO OTONI;MG;False
BRADESCO;**.*83.540/0001-**;MARTINS & AUGUSTO ACABAMENTOS E FABRICACAO DE CALCADOS LTDA;Pequena;44093.18;35274,54;42400,0;2025-10-22;FRANCA;SP;FRANCA;SP;False
BRADESCO;**.*69.735/0001-**;L C MENDES COMERCIO LTDA;Pequena;99789.92;79831,94;95000,0;2025-11-03;SENADOR LA ROCQUE;MA;SENADOR LA ROCQUE;MA;False
BRADESCO;**.*70.822/0001-**;SOUZA & SANTOS EMPLACAMENTOS LTDA - ME;Pequena;489085.67;391268,54;475000,0;2025-10-22;PARAUAPEBAS;PA;PARAUAPEBAS;PA;False
BRADESCO;**.*50.846/0001-**;JULIANA A WOSCH PIRES LTDA;Pequena;61344.54;49075,63;58400,0;2025-10-22;GUARAPUAVA;PR;GUARAPUAVA;PR;False
BRADESCO;**.*83.904/0001-**;ELAINE ANDRADE & CIA LTDA;Pequena;154448.11;123558,49;150000,0;2025-10-22;NOVA ODESSA;SP;NOVA ODESSA;SP;False
BRADESCO;**.*03.973/0001-**;FSS SERVICOS LTDA;Pequena;202059.07;161647,26;194300,0;2025-10-22;MONTE SANTO;BA;MONTE SANTO;BA;False
BRADESCO;**.*01.441/0001-**;CARMOBILE COMERCIO DE VEICULOS LTDA ME;Pequena;493968.39;395174,71;475000,0;2025-10-22;SAO PAULO;SP;SAO PAULO;SP;False
BRADESCO;**.*27.909/0001-**;DENTALMASTER LTDA;Pequena;470588.24;376470,59;448000,0;2025-10-22;SAO LOURENCO;MG;SAO LOURENCO;MG;False
BRADESCO;**.*50.592/0001-**;MILIMIKE DO BRASIL ELETRONICOS LTDA;Pequena;198627.29;158901,83;191000,0;2025-10-22;GOIANIA;GO;GOIANIA;GO;False
BRADESCO;**.*54.339/0001-**;CHARLENE FERREIRA DINIZ;Pequena;216227.35;172981,88;210000,0;2025-10-22;JOAO PESSOA;PB;JOAO PESSOA;PB;False
BRADESCO;**.*85.991/0001-**;3JS COMERCIO DE MADEIRAS EIRELI;Pequena;53336.08;42668,86;51800,0;2025-10-22;CEREJEIRAS;RO;CEREJEIRAS;RO;False
BRADESCO;**.*58.364/0001-**;ERYKA ALVES DE SOUZA;Pequena;115546.22;92436,98;110000,0;2025-10-22;ACOPIARA;CE;ACOPIARA;CE;False
BRADESCO;**.*77.436/0001-**;BARBEARIA POINT DO VISUAL LTDA;Pequena;32237.94;25790,35;31000,0;2025-10-22;OSASCO;SP;OSASCO;SP;False
BRADESCO;**.*95.941/0001-**;LM CONSTRUCOES & SERVICOS LTDA;Pequena;105042.02;84033,62;100000,0;2025-10-22;BOA VIAGEM;CE;BOA VIAGEM;CE;False
BRADESCO;**.*95.816/0001-**;EGEA TRANSPORTES LTDA;Pequena;493748.96;394999,17;474789,0;2025-10-22;SARANDI;PR;SARANDI;PR;False
